,OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan
205,206,2025-03-06 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,2,1246015,E-Wallet,0.05,2367428.5,2025-03
206,207,2025-04-30 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,4,1843657,Bank Transfer,0.0,7374628.0,2025-04
207,208,2025-05-22 15:24:43.861623,Smartphone,Elektronik,Medan,4,8627745,Bank Transfer,0.1,31059882.0,2025-05
208,209,2025-02-04 15:24:43.861623,Smartphone,Elektronik,Medan,1,6911146,Bank Transfer,0.1,6220031.4,2025-02
209,210,2025-01-21 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,4,2340920,E-Wallet,0.1,8427312.0,2025-01
210,211,2025-03-07 15:24:43.861623,Smartphone,Elektronik,Surabaya,4,4707017,Credit Card,0.0,18828068.0,2025-03
211,212,2025-04-23 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,15689556,Debit Card,0.0,31379112.0,2025-04
212,213,2025-04-05 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,2,1092095,Credit Card,0.05,2074980.5,2025-04
213,214,2025-05-16 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2953722,Bank Transfer,0.0,2953722.0,2025-05
214,215,2025-05-21 15:24:43.861623,Smartwatch,Aksesoris,Medan,4,2349729,Bank Transfer,0.0,9398916.0,2025-05
215,216,2025-04-04 15:24:43.861623,Monitor Curved,Periferal,Jakarta,1,3116271,Debit Card,0.1,2804643.9,2025-04
216,217,2025-05-01 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,731116,Credit Card,0.1,2632017.6,2025-05
217,218,2025-03-08 15:24:43.861623,Monitor Curved,Periferal,Medan,3,5099555,Bank Transfer,0.0,15298665.0,2025-03
218,219,2025-03-31 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,3,1367609,Bank Transfer,0.0,4102827.0,2025-03
219,220,2024-12-31 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,1,15516409,Credit Card,0.0,15516409.0,2024-12
220,221,2025-05-25 15:24:43.861623,Smartphone,Elektronik,Medan,1,3666165,Bank Transfer,0.1,3299548.5,2025-05
221,222,2025-06-10 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,991211,Credit Card,0.1,892089.9,2025-06
222,223,2025-05-24 15:24:43.861623,Smartwatch,Aksesoris,Makassar,2,1943085,Bank Transfer,0.0,3886170.0,2025-05
223,224,2025-03-28 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,2,19476321,Credit Card,0.0,38952642.0,2025-03
224,225,2025-05-24 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,18710388,Debit Card,0.1,33678698.4,2025-05
225,226,2025-05-25 15:24:43.861623,Smartphone,Elektronik,Medan,1,6235192,Bank Transfer,0.0,6235192.0,2025-05
226,227,2025-04-03 15:24:43.861623,Smartphone,Elektronik,Denpasar,4,4935090,Debit Card,0.0,19740360.0,2025-04
227,228,2025-02-18 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,3,1445182,Bank Transfer,0.15,3685214.1,2025-02
228,229,2025-06-07 15:24:43.861623,Smartphone,Elektronik,Jakarta,1,6937270,Bank Transfer,0.0,6937270.0,2025-06
229,230,2025-06-14 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,2,1116978,E-Wallet,0.05,2122258.1999999997,2025-06
230,231,2025-05-05 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,2,1333316,Credit Card,0.0,2666632.0,2025-05
231,232,2025-02-05 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,1169049,Debit Card,0.0,1169049.0,2025-02
232,233,2025-03-20 15:24:43.861623,Monitor Curved,Periferal,Medan,1,6819075,Debit Card,0.1,6137167.5,2025-03
233,234,2025-04-11 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,7742297,Debit Card,0.0,15484594.0,2025-04
234,235,2025-05-06 15:24:43.861623,Monitor Curved,Periferal,Denpasar,4,5868452,Credit Card,0.15,19952736.8,2025-05
235,236,2025-01-08 15:24:43.861623,Smartphone,Elektronik,Makassar,2,11074037,E-Wallet,0.0,22148074.0,2025-01
236,237,2025-06-24 15:24:43.861623,Smartphone,Elektronik,Medan,2,4312743,Debit Card,0.0,8625486.0,2025-06
237,238,2025-05-28 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,1,1043942,Credit Card,0.0,1043942.0,2025-05
238,239,2025-06-05 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,22420105,Bank Transfer,0.0,89680420.0,2025-06
239,240,2025-02-08 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,2,15104195,Debit Card,0.0,30208390.0,2025-02
240,241,2025-04-06 15:24:43.861623,Monitor Curved,Periferal,Medan,2,7276728,Debit Card,0.0,14553456.0,2025-04
241,242,2025-01-04 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,19101036,E-Wallet,0.0,57303108.0,2025-01
242,243,2025-05-21 15:24:43.861623,Monitor Curved,Periferal,Makassar,1,7127187,Debit Card,0.0,7127187.0,2025-05
243,244,2025-03-28 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,5165251,Debit Card,0.05,14720965.35,2025-03
244,245,2025-04-19 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,3,1877852,Bank Transfer,0.05,5351878.2,2025-04
245,246,2025-02-26 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,2,2420023,Credit Card,0.05,4598043.7,2025-02
246,247,2025-04-20 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,1186275,Credit Card,0.0,1186275.0,2025-04
247,248,2024-12-30 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,4,698871,E-Wallet,0.0,2795484.0,2024-12
248,249,2025-05-06 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,11268541,Bank Transfer,0.05,21410227.9,2025-05
249,250,2025-02-14 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,4,1557655,Credit Card,0.0,6230620.0,2025-02
250,251,2025-05-17 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,17949281,Bank Transfer,0.0,71797124.0,2025-05
251,252,2025-02-03 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,1364605,Credit Card,0.1,1228144.5,2025-02
252,253,2025-06-06 15:24:43.861623,Smartphone,Elektronik,Surabaya,3,4294929,Bank Transfer,0.05,12240547.649999999,2025-06
253,254,2025-01-06 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,707442,E-Wallet,0.0,707442.0,2025-01
254,255,2025-04-06 15:24:43.861623,Laptop Gaming,Elektronik,Denpasar,4,16243294,Debit Card,0.0,64973176.0,2025-04
255,256,2025-05-24 15:24:43.861623,Monitor Curved,Periferal,Medan,2,5567675,E-Wallet,0.05,10578582.5,2025-05
256,257,2025-02-14 15:24:43.861623,Monitor Curved,Periferal,Surabaya,4,2896816,Credit Card,0.0,11587264.0,2025-02
257,258,2025-05-08 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,2,1517502,E-Wallet,0.05,2883253.8,2025-05
258,259,2025-05-25 15:24:43.861623,Laptop Gaming,Elektronik,Denpasar,2,17414802,Debit Card,0.05,33088123.799999997,2025-05
259,260,2025-05-29 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,1143031,E-Wallet,0.1,1028727.9,2025-05
260,261,2025-02-20 15:24:43.861623,Headphone Wireless,Aksesoris,Denpasar,4,1390668,Credit Card,0.0,5562672.0,2025-02
261,262,2025-04-27 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,9444345,Credit Card,0.0,28333035.0,2025-04
262,263,2025-06-07 15:24:43.861623,Smartphone,Elektronik,Makassar,4,5790373,E-Wallet,0.05,22003417.4,2025-06
263,264,2025-05-29 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,6916643,Debit Card,0.05,26283243.4,2025-05
264,265,2025-04-23 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,3,2485516,E-Wallet,0.05,7083720.6,2025-04
265,266,2025-03-13 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,590998,Debit Card,0.0,590998.0,2025-03
266,267,2025-04-20 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,4,961616,Bank Transfer,0.0,3846464.0,2025-04
267,268,2025-06-10 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,4,16828022,Debit Card,0.1,60580879.2,2025-06
268,269,2025-06-12 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,21367712,Bank Transfer,0.05,40598652.8,2025-06
269,270,2025-04-11 15:24:43.861623,Laptop Gaming,Elektronik,Medan,4,16409854,E-Wallet,0.1,59075474.4,2025-04
270,271,2025-03-22 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,3,581360,Debit Card,0.05,1656876.0,2025-03
271,272,2025-04-19 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,2,17444026,Bank Transfer,0.0,34888052.0,2025-04
272,273,2025-04-06 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,17515419,Bank Transfer,0.05,16639648.049999999,2025-04
273,274,2025-05-30 15:24:43.861623,Smartphone,Elektronik,Surabaya,2,8532410,Bank Transfer,0.1,15358338.0,2025-05
274,275,2025-03-31 15:24:43.861623,Monitor Curved,Periferal,Jakarta,3,6138286,Credit Card,0.0,18414858.0,2025-03
275,276,2025-05-23 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,3,1691210,E-Wallet,0.05,4819948.5,2025-05
276,277,2025-05-05 15:24:43.861623,Monitor Curved,Periferal,Makassar,2,7127992,Bank Transfer,0.0,14255984.0,2025-05
277,278,2025-04-17 15:24:43.861623,Smartwatch,Aksesoris,Medan,1,2830939,Debit Card,0.0,2830939.0,2025-04
278,279,2025-03-20 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,2,845909,Bank Transfer,0.05,1607227.0999999999,2025-03
279,280,2025-02-20 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,1,23333100,Credit Card,0.0,23333100.0,2025-02
280,281,2025-06-09 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,2,1002272,E-Wallet,0.0,2004544.0,2025-06
281,282,2025-06-15 15:24:43.861623,Monitor Curved,Periferal,Makassar,3,7695888,Credit Card,0.0,23087664.0,2025-06
282,283,2025-06-07 15:24:43.861623,Smartwatch,Aksesoris,Medan,4,2569059,Credit Card,0.0,10276236.0,2025-06
283,284,2025-03-06 15:24:43.861623,Monitor Curved,Periferal,Makassar,4,2311955,Credit Card,0.0,9247820.0,2025-03
284,285,2025-01-30 15:24:43.861623,Smartwatch,Aksesoris,Medan,1,2827599,Debit Card,0.0,2827599.0,2025-01
285,286,2025-05-19 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,2925198,E-Wallet,0.1,2632678.2,2025-05
286,287,2025-01-18 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,1,1139290,E-Wallet,0.0,1139290.0,2025-01
287,288,2025-02-14 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,1965070,Debit Card,0.0,5895210.0,2025-02
288,289,2025-05-25 15:24:43.861623,Smartwatch,Aksesoris,Medan,2,1341147,E-Wallet,0.0,2682294.0,2025-05
289,290,2025-05-05 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,3,888490,Credit Card,0.05,2532196.5,2025-05
290,291,2025-05-13 15:24:43.861623,Laptop Gaming,Elektronik,Medan,4,22323494,E-Wallet,0.0,89293976.0,2025-05
291,292,2025-05-12 15:24:43.861623,Smartwatch,Aksesoris,Medan,1,1204409,Debit Card,0.1,1083968.1,2025-05
292,293,2025-05-22 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,22867791,Credit Card,0.05,43448802.9,2025-05
293,294,2025-05-05 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,816595,Debit Card,0.05,3103061.0,2025-05
294,295,2025-01-30 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,4,1063689,Bank Transfer,0.0,4254756.0,2025-01
295,296,2025-06-22 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,4,465937,Credit Card,0.05,1770560.5999999999,2025-06
296,297,2025-04-22 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,1395426,Credit Card,0.0,4186278.0,2025-04
297,298,2025-04-26 15:24:43.861623,Smartphone,Elektronik,Jakarta,1,7437610,E-Wallet,0.1,6693849.0,2025-04
298,299,2025-01-19 15:24:43.861623,Laptop Gaming,Elektronik,Medan,4,18239536,Credit Card,0.05,69310236.8,2025-01
299,300,2025-06-04 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2439461,Debit Card,0.0,2439461.0,2025-06
300,301,2025-02-04 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,22948140,E-Wallet,0.0,68844420.0,2025-02
301,302,2025-04-16 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,20720626,Bank Transfer,0.0,82882504.0,2025-04
302,303,2025-02-17 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,9221714,Debit Card,0.05,26281884.9,2025-02
303,304,2025-01-05 15:24:43.861623,Monitor Curved,Periferal,Jakarta,3,7005858,Bank Transfer,0.0,21017574.0,2025-01
304,305,2025-01-24 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,1287100,Bank Transfer,0.0,1287100.0,2025-01
305,306,2025-01-24 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,18415871,Bank Transfer,0.0,73663484.0,2025-01
306,307,2025-01-18 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,584580,Credit Card,0.05,1666053.0,2025-01
307,308,2025-01-27 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,823156,Debit Card,0.1,2963361.6,2025-01
308,309,2025-04-04 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,1469097,Debit Card,0.05,1395642.15,2025-04
309,310,2025-01-25 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,3,2036921,Credit Card,0.05,5805224.85,2025-01
310,311,2025-04-18 15:24:43.861623,Smartphone,Elektronik,Makassar,1,8913318,E-Wallet,0.0,8913318.0,2025-04
311,312,2025-02-27 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,749830,Bank Transfer,0.0,2999320.0,2025-02
312,313,2025-02-14 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,1204098,Debit Card,0.05,4575572.399999999,2025-02
313,314,2025-05-24 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,1,1805568,Credit Card,0.0,1805568.0,2025-05
314,315,2025-01-01 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,2,368920,Bank Transfer,0.0,737840.0,2025-01
315,316,2025-02-01 15:24:43.861623,Smartphone,Elektronik,Medan,3,6651387,E-Wallet,0.0,19954161.0,2025-02
316,317,2025-02-15 15:24:43.861623,Smartphone,Elektronik,Medan,4,4711672,E-Wallet,0.0,18846688.0,2025-02
317,318,2025-01-14 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,4,1415731,Bank Transfer,0.0,5662924.0,2025-01
318,319,2025-06-18 15:24:43.861623,Monitor Curved,Periferal,Medan,3,5028631,E-Wallet,0.1,13577303.700000001,2025-06
319,320,2025-06-04 15:24:43.861623,Headphone Wireless,Aksesoris,Denpasar,1,607747,Debit Card,0.0,607747.0,2025-06
320,321,2025-02-12 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2929655,Debit Card,0.0,2929655.0,2025-02
321,322,2025-04-24 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2478539,Debit Card,0.0,2478539.0,2025-04
322,323,2025-01-03 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,2,992841,E-Wallet,0.05,1886397.9,2025-01
323,324,2025-04-06 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,7024733,Debit Card,0.0,14049466.0,2025-04
324,325,2025-05-01 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,1064917,Credit Card,0.1,3833701.2,2025-05
325,326,2025-02-03 15:24:43.861623,Smartphone,Elektronik,Medan,1,6801250,Debit Card,0.1,6121125.0,2025-02
326,327,2025-01-21 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,3,1252246,Debit Card,0.0,3756738.0,2025-01
327,328,2025-03-31 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,4,419675,E-Wallet,0.1,1510830.0,2025-03
328,329,2025-02-12 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,23462605,Debit Card,0.15,59829642.75,2025-02
329,330,2025-04-02 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,24356169,Bank Transfer,0.1,87682208.4,2025-04
330,331,2025-04-06 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,3486799,Credit Card,0.1,6276238.2,2025-04
331,332,2025-04-23 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,4,919349,E-Wallet,0.0,3677396.0,2025-04
332,333,2025-06-06 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,17238057,Credit Card,0.0,34476114.0,2025-06
333,334,2025-06-07 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,19464344,Bank Transfer,0.0,77857376.0,2025-06
334,335,2025-03-05 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,1,15566088,E-Wallet,0.0,15566088.0,2025-03
335,336,2025-05-05 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,3,21558947,E-Wallet,0.15,54975314.85,2025-05
336,337,2025-01-15 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,1,15658003,Debit Card,0.0,15658003.0,2025-01
337,338,2025-01-22 15:24:43.861623,Headphone Wireless,Aksesoris,Denpasar,4,602929,Credit Card,0.05,2291130.1999999997,2025-01
338,339,2025-02-20 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,4,1105113,Bank Transfer,0.1,3978406.8000000003,2025-02
339,340,2025-02-24 15:24:43.861623,Smartphone,Elektronik,Denpasar,4,8028035,Bank Transfer,0.1,28900926.0,2025-02
340,341,2025-03-05 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,7034464,E-Wallet,0.15,11958588.799999999,2025-03
341,342,2025-04-11 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,24992154,Debit Card,0.0,74976462.0,2025-04
342,343,2025-06-20 15:24:43.861623,Smartphone,Elektronik,Medan,3,5092101,E-Wallet,0.0,15276303.0,2025-06
343,344,2025-01-21 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,415359,E-Wallet,0.0,1661436.0,2025-01
344,345,2025-04-21 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,2714410,E-Wallet,0.0,10857640.0,2025-04
345,346,2025-01-29 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,21762126,E-Wallet,0.0,43524252.0,2025-01
346,347,2025-06-21 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,350601,Bank Transfer,0.0,350601.0,2025-06
347,348,2025-03-24 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,6541483,Bank Transfer,0.05,6214408.85,2025-03
348,349,2025-05-28 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,895479,E-Wallet,0.0,2686437.0,2025-05
349,350,2025-05-04 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,2,2384351,E-Wallet,0.0,4768702.0,2025-05
350,351,2025-06-01 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,551924,Debit Card,0.05,2097311.1999999997,2025-06
351,352,2025-05-07 15:24:43.861623,Smartphone,Elektronik,Surabaya,3,4863236,E-Wallet,0.0,14589708.0,2025-05
352,353,2025-01-14 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,2,1971970,Bank Transfer,0.0,3943940.0,2025-01
353,354,2025-04-11 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,24988400,Credit Card,0.05,23738980.0,2025-04
354,355,2025-06-07 15:24:43.861623,Laptop Gaming,Elektronik,Denpasar,2,15450930,Bank Transfer,0.05,29356767.0,2025-06
355,356,2025-05-14 15:24:43.861623,Smartphone,Elektronik,Medan,1,10402324,Debit Card,0.05,9882207.799999999,2025-05
356,357,2025-02-09 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,22946232,Bank Transfer,0.0,45892464.0,2025-02
357,358,2025-06-22 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,1801256,Credit Card,0.1,4863391.2,2025-06
358,359,2025-02-05 15:24:43.861623,Monitor Curved,Periferal,Surabaya,1,4365600,E-Wallet,0.05,4147320.0,2025-02
359,360,2025-06-16 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,8403252,Credit Card,0.0,25209756.0,2025-06
360,361,2025-01-23 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,3,1241763,E-Wallet,0.05,3539024.55,2025-01
361,362,2025-04-06 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,1,491006,E-Wallet,0.1,441905.4,2025-04
362,363,2025-02-16 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,1,529350,Bank Transfer,0.0,529350.0,2025-02
363,364,2025-05-30 15:24:43.861623,Smartwatch,Aksesoris,Medan,4,1388725,Bank Transfer,0.0,5554900.0,2025-05
364,365,2025-05-29 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,1205878,Bank Transfer,0.15,4099985.1999999997,2025-05
365,366,2025-01-10 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,1188768,Debit Card,0.05,4517318.399999999,2025-01
366,367,2025-02-26 15:24:43.861623,Smartwatch,Aksesoris,Denpasar,3,906487,Bank Transfer,0.0,2719461.0,2025-02
367,368,2025-05-12 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,3,21389308,Debit Card,0.05,60959527.8,2025-05
368,369,2025-02-23 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,6637820,Bank Transfer,0.0,26551280.0,2025-02
369,370,2025-02-02 15:24:43.861623,Monitor Curved,Periferal,Surabaya,3,5284321,E-Wallet,0.0,15852963.0,2025-02
370,371,2025-06-19 15:24:43.861623,Smartphone,Elektronik,Makassar,3,10018523,Debit Card,0.0,30055569.0,2025-06
371,372,2025-01-17 15:24:43.861623,Monitor Curved,Periferal,Denpasar,1,2678841,Credit Card,0.1,2410956.9,2025-01
372,373,2025-03-03 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,20420712,Debit Card,0.1,18378640.8,2025-03
373,374,2025-01-05 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,18452501,Debit Card,0.0,55357503.0,2025-01
374,375,2025-05-21 15:24:43.861623,Smartphone,Elektronik,Makassar,4,11433840,Credit Card,0.0,45735360.0,2025-05
375,376,2025-05-19 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,17445840,Debit Card,0.0,34891680.0,2025-05
376,377,2025-04-22 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,860385,E-Wallet,0.15,2925309.0,2025-04
377,378,2025-05-20 15:24:43.861623,Monitor Curved,Periferal,Surabaya,2,7451973,Bank Transfer,0.15,12668354.1,2025-05
378,379,2025-03-30 15:24:43.861623,Monitor Curved,Periferal,Denpasar,4,7220961,Credit Card,0.05,27439651.799999997,2025-03
379,380,2025-04-05 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2079904,Bank Transfer,0.1,1871913.6,2025-04
380,381,2025-03-04 15:24:43.861623,Smartphone,Elektronik,Makassar,3,10353172,E-Wallet,0.05,29506540.2,2025-03
381,382,2025-01-29 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,838645,Credit Card,0.0,2515935.0,2025-01
382,383,2025-03-24 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,1460248,Bank Transfer,0.0,1460248.0,2025-03
383,384,2025-02-17 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,2,630817,Bank Transfer,0.0,1261634.0,2025-02
384,385,2025-05-30 15:24:43.861623,Smartphone,Elektronik,Medan,2,8832801,E-Wallet,0.05,16782321.9,2025-05
385,386,2025-03-01 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,2,1032303,Bank Transfer,0.05,1961375.7,2025-03
386,387,2025-05-02 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,1,920399,E-Wallet,0.0,920399.0,2025-05
387,388,2025-05-27 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,2,1264690,Debit Card,0.1,2276442.0,2025-05
388,389,2025-02-24 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,1,806140,E-Wallet,0.0,806140.0,2025-02
389,390,2025-02-24 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,4,1417862,Debit Card,0.0,5671448.0,2025-02
390,391,2025-03-24 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,2890421,Credit Card,0.05,10983599.799999999,2025-03
391,392,2025-02-15 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,2867354,Bank Transfer,0.05,2723986.3,2025-02
392,393,2025-06-26 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,24485961,E-Wallet,0.05,69784988.85,2025-06
393,394,2025-06-16 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,548066,E-Wallet,0.0,2192264.0,2025-06
394,395,2025-03-08 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,2,1253695,Bank Transfer,0.0,2507390.0,2025-03
395,396,2025-01-12 15:24:43.861623,Headphone Wireless,Aksesoris,Denpasar,1,490706,Bank Transfer,0.05,466170.69999999995,2025-01
396,397,2025-02-20 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,7818750,Credit Card,0.0,15637500.0,2025-02
397,398,2025-04-08 15:24:43.861623,Smartphone,Elektronik,Medan,2,7991536,Credit Card,0.0,15983072.0,2025-04
398,399,2025-01-05 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,1124255,E-Wallet,0.05,3204126.75,2025-01
399,400,2025-02-19 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,18471750,Credit Card,0.0,36943500.0,2025-02
400,401,2025-02-26 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,3,680852,Debit Card,0.05,1940428.2,2025-02
401,402,2025-04-15 15:24:43.861623,Laptop Gaming,Elektronik,Denpasar,4,17765331,Credit Card,0.1,63955191.6,2025-04
402,403,2025-01-02 15:24:43.861623,Smartphone,Elektronik,Makassar,1,11070297,Credit Card,0.0,11070297.0,2025-01
403,404,2025-04-10 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,2,988158,E-Wallet,0.0,1976316.0,2025-04
404,405,2025-01-03 15:24:43.861623,Smartwatch,Aksesoris,Denpasar,1,1565139,Debit Card,0.05,1486882.05,2025-01
405,406,2025-04-16 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,10543159,Credit Card,0.05,20032002.099999998,2025-04
406,407,2025-04-23 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,8384935,Debit Card,0.05,7965688.25,2025-04
407,408,2025-04-01 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,17901717,Debit Card,0.1,32223090.6,2025-04
408,409,2025-02-13 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,2,2791635,Debit Card,0.1,5024943.0,2025-02
409,410,2025-04-06 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,2,21816525,Bank Transfer,0.15,37088092.5,2025-04
